Date,Open,High,Low,Close,Adj Close,Volume
2019-10-01,1468.699951,1485.500000,1458.300049,1482.000000,1482.000000,1078
2019-10-02,1476.599976,1503.699951,1474.099976,1501.000000,1501.000000,219
2019-10-03,1497.400024,1518.199951,1496.599976,1507.099976,1507.099976,205
2019-10-04,1505.599976,1508.699951,1497.099976,1506.199951,1506.199951,1213
2019-10-06,null,null,null,null,null,null
2019-10-07,1504.800049,1505.800049,1489.099976,1497.699951,1497.699951,233
2019-10-08,1489.400024,1506.300049,1489.300049,1497.199951,1497.199951,121
2019-10-09,1507.699951,1507.699951,1498.400024,1506.099976,1506.099976,46
2019-10-10,1511.199951,1511.199951,1490.599976,1494.800049,1494.800049,120
2019-10-11,1491.900024,1494.900024,1476.900024,1482.699951,1482.699951,78
2019-10-13,null,null,null,null,null,null
2019-10-14,1484.400024,1493.500000,1481.300049,1491.699951,1491.699951,57
2019-10-15,1488.900024,1495.400024,1476.599976,1477.599976,1477.599976,400
2019-10-16,1482.000000,1488.000000,1480.000000,1488.000000,1488.000000,367
2019-10-17,1486.199951,1493.199951,1485.800049,1492.300049,1492.300049,383
2019-10-18,1487.300049,1489.099976,1486.599976,1488.199951,1488.199951,271
2019-10-20,null,null,null,null,null,null
2019-10-21,1489.900024,1489.900024,1481.500000,1482.400024,1482.400024,82
2019-10-22,1483.400024,1483.500000,1481.699951,1481.699951,1481.699951,72
2019-10-23,1486.400024,1490.300049,1486.400024,1489.900024,1489.900024,99
2019-10-24,1490.500000,1501.199951,1485.900024,1498.900024,1498.900024,67
2019-10-25,1501.400024,1514.300049,1499.000000,1499.500000,1499.500000,115
2019-10-27,null,null,null,null,null,null
2019-10-28,1504.099976,1504.099976,1490.000000,1490.000000,1490.000000,93
2019-10-29,1485.900024,1487.000000,1485.900024,1487.000000,1487.000000,37
2019-10-30,1487.199951,1495.400024,1481.000000,1493.199951,1493.199951,425
2019-10-31,1496.099976,1513.099976,1496.099976,1511.400024,1511.400024,320
2019-11-01,1511.000000,1511.599976,1503.000000,1508.000000,1508.000000,210
2019-11-03,null,null,null,null,null,null
2019-11-04,1511.599976,1511.599976,1508.000000,1508.000000,1508.000000,235
2019-11-05,1507.099976,1507.099976,1480.800049,1480.800049,1480.800049,101
2019-11-06,1483.199951,1491.000000,1483.199951,1490.199951,1490.199951,31
2019-11-07,1489.099976,1489.099976,1464.199951,1464.199951,1464.199951,567
2019-11-08,1469.099976,1469.099976,1461.300049,1461.300049,1461.300049,581
2019-11-10,null,null,null,null,null,null
2019-11-11,1461.000000,1461.000000,1449.300049,1455.500000,1455.500000,21
2019-11-12,1454.900024,1454.900024,1447.099976,1452.099976,1452.099976,22
2019-11-13,1456.800049,1463.300049,1456.800049,1461.699951,1461.699951,6
2019-11-14,1463.800049,1471.800049,1463.699951,1471.800049,1471.800049,56
2019-11-15,1469.099976,1469.099976,1467.300049,1467.300049,1467.300049,83
2019-11-17,null,null,null,null,null,null
2019-11-18,1472.000000,1472.000000,1469.699951,1470.900024,1470.900024,13
2019-11-19,1467.699951,1474.300049,1467.699951,1473.300049,1473.300049,141
2019-11-20,1472.599976,1474.500000,1467.300049,1473.300049,1473.300049,18
2019-11-21,1463.099976,1463.099976,1463.099976,1463.099976,1463.099976,31
2019-11-22,1468.599976,1468.599976,1463.099976,1463.099976,1463.099976,16
2019-11-24,null,null,null,null,null,null
